,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,actual_income,predicted_income
163,28, Private,88419, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,40, England, <=50K, <=50K
21554,28, Private,202239, 7th-8th,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, <=50K, <=50K
29704,43, State-gov,254817, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K, <=50K
26619,42, Self-emp-inc,287037, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,10, United-States, <=50K, <=50K
23922,49, Self-emp-not-inc,171540, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, <=50K, <=50K
6051,22, Private,203240, 10th,6, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K, <=50K
19456,20, Private,123901, HS-grad,9, Never-married, Craft-repair, Own-child, White, Female,40, United-States, <=50K, <=50K
17430,43, Private,271807, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K, <=50K
5274,44, Private,116632, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K, >50K
5511,55, Private,231738, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,40, England, <=50K, <=50K
15396,35, Local-gov,216068, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,38, United-States, <=50K, <=50K
23574,54, Private,115284, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,45, United-States, >50K, >50K
5770,42, Private,272910, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,40, United-States, <=50K, <=50K
579,26, Self-emp-not-inc,86646, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K, <=50K
8749,27, Self-emp-not-inc,442612, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,65, United-States, >50K, <=50K
11851,19, Private,214935, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K, <=50K
15318,23, Private,194247, Some-college,10, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K, <=50K
12060,63, Self-emp-inc,165667, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K, >50K
28984,45, Private,48495, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,42, United-States, >50K, >50K
5236,39, Federal-gov,99146, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,60, United-States, >50K, >50K
19975,36, Private,374983, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K, <=50K
15193,43, Federal-gov,192712, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K, >50K
14403,21, Private,118712, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K, <=50K
10928,28,ffill,167094, 10th,6, Divorced,ffill, Not-in-family, White, Male,50, United-States, <=50K, <=50K
5858,27, Private,101364, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Mexico, <=50K, <=50K
12150,37, Private,179731, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,35, United-States, <=50K, <=50K
22589,29, Local-gov,179681, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female,37, United-States, <=50K, <=50K
2839,38, Private,103751, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
29407,47, Private,192776, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K, >50K
30424,23, Private,236994, HS-grad,9, Never-married, Sales, Own-child, White, Male,60, United-States, <=50K, <=50K
30467,55, State-gov,181641, Some-college,10, Divorced, Prof-specialty, Not-in-family, Black, Female,37, United-States, <=50K, <=50K
25868,52, Federal-gov,192065, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K, <=50K
30348,20,ffill,250037, Some-college,10, Never-married,ffill, Own-child, White, Female,18,ffill, <=50K, <=50K
3745,25, Self-emp-not-inc,189027, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,30, United-States, <=50K, <=50K
28978,28, Private,61435, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K, <=50K
22929,38, Private,224566, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, United-States, <=50K, <=50K
24374,43, Private,152617, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,40, United-States, <=50K, <=50K
30324,23, Private,250630, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K, <=50K
9403,21, Private,119309, Some-college,10, Never-married, Tech-support, Own-child, White, Male,16, United-States, <=50K, <=50K
29899,36, Local-gov,103886, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,50, United-States, <=50K, <=50K
23429,24, Private,438839, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K, <=50K
27927,33,ffill,202366, HS-grad,9, Divorced,ffill, Unmarried, White, Female,32, United-States, <=50K, <=50K
16615,53, Federal-gov,105788, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,50, United-States, >50K, <=50K
16412,39, Private,230329, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, Canada, >50K, >50K
23989,51, Private,134808, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Female,40, United-States, <=50K, <=50K
19565,55, Local-gov,107308, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K, >50K
23937,59, Private,81929, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K, >50K
10247,33, Private,177331, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States, <=50K, <=50K
12941,67, Self-emp-not-inc,106143, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K, >50K
18829,29, Private,210498, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
22720,43, Local-gov,216070, Masters,14, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,50, United-States, >50K, >50K
25507,66,ffill,108185, 9th,5, Married-civ-spouse,ffill, Husband, Black, Male,40, United-States, <=50K, <=50K
31203,18, Private,35065, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,35, United-States, <=50K, <=50K
31772,30, Self-emp-inc,204470, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,36, United-States, >50K, >50K
961,32, Private,169240, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,38, United-States, <=50K, <=50K
24469,69, Self-emp-not-inc,76968, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,25, United-States, <=50K, <=50K
3124,19, Private,181546, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K, <=50K
3609,23, Private,215616, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,40, Canada, <=50K, <=50K
24329,42, Private,42703, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K, <=50K
13555,40, Private,143046, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,45, United-States, <=50K, <=50K
23739,33, Local-gov,152351, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, <=50K, >50K
25840,47, Local-gov,149700, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States, >50K, >50K
13170,29, Private,31935, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K, <=50K
16841,32, Private,95885, 11th,7, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,60, United-States, >50K, <=50K
15025,32, Private,193285, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K, <=50K
24395,38, Private,146398, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,24, United-States, <=50K, <=50K
29351,42, Private,22831, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K, <=50K
6955,47, Federal-gov,282830, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States, >50K, >50K
5054,22, State-gov,119838, Some-college,10, Never-married, Other-service, Own-child, White, Male,10, United-States, <=50K, <=50K
23337,28, Private,207513, HS-grad,9, Never-married, Sales, Own-child, White, Male,48, United-States, <=50K, <=50K
7830,43, Private,35910, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,43, United-States, >50K, >50K
17195,25, Private,178478, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,40, United-States, <=50K, <=50K
18199,37, Private,198841, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K, <=50K
6887,49, Private,31264, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,35, United-States, <=50K, <=50K
24972,57, State-gov,283635, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Female,40, United-States, <=50K, <=50K
31555,66,ffill,357750, 11th,7, Widowed,ffill, Not-in-family, Black, Female,40, United-States, <=50K, <=50K
5609,47, Private,176319, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,38, United-States, >50K, <=50K
22499,39, Local-gov,112284, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K, <=50K
7578,49, Private,122177, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,80, United-States, <=50K, <=50K
24586,57, Federal-gov,170603, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K, >50K
17093,40, Private,254167, 10th,6, Separated, Transport-moving, Own-child, White, Male,35, United-States, <=50K, <=50K
5298,41, Private,323790, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Male,55, United-States, <=50K, <=50K
27632,30, Private,195576, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,50, United-States, <=50K, <=50K
16554,24, Private,196332, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,40, United-States, <=50K, <=50K
7450,53, Private,238481, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K, >50K
30295,22, Private,251196, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,20, United-States, <=50K, <=50K
16406,42, Private,172148, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States, <=50K, <=50K
26646,28, Local-gov,179759, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K, <=50K
32012,40, Private,566537, Preschool,1, Married-civ-spouse, Other-service, Husband, White, Male,40, Mexico, <=50K, <=50K
2957,49, Local-gov,288548, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,50, United-States, <=50K, <=50K
8683,33, Private,171876, Some-college,10, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K, <=50K
10133,36, Self-emp-not-inc,151322, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K, >50K
5413,23, Private,73514, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40, Vietnam, <=50K, <=50K
1725,44, Private,303521, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K, <=50K
25265,32, Private,180284, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K, <=50K
1852,23, Private,156807, 9th,5, Never-married, Handlers-cleaners, Own-child, Black, Male,36, United-States, <=50K, <=50K
6835,23, State-gov,186634, 12th,8, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K, <=50K
16720,35, Private,214896, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,45, United-States, <=50K, <=50K
7320,28,ffill,194087, Some-college,10, Never-married,ffill, Other-relative, White, Female,40, United-States, <=50K, <=50K
25517,43, Private,245056, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States, >50K, <=50K
16834,17, Private,108909, HS-grad,9, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K, <=50K
14759,40, Local-gov,165726, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K, <=50K
23746,47, Private,34458, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K, <=50K
18508,25, Private,237865, Some-college,10, Never-married, Other-service, Own-child, Black, Male,42, United-States, <=50K, <=50K
12045,46, Federal-gov,213140, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
10476,39, Private,204501, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K, >50K
30297,39, Private,58343, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, >50K, <=50K
29792,34, Local-gov,155781, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,50, United-States, <=50K, <=50K
15830,51, Private,87205, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,55, England, <=50K, <=50K
16224,27, Private,180553, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Female,40, United-States, <=50K, <=50K
1217,33,ffill,163003, HS-grad,9, Divorced,ffill, Not-in-family, Asian-Pac-Islander, Female,41, China, <=50K, <=50K
25134,33, Private,224258, 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male,40, Mexico, >50K, <=50K
13693,37, Private,69251, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,40, United-States, <=50K, <=50K
11826,28, Private,331381, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K, <=50K
4729,69,ffill,628797, Some-college,10, Widowed,ffill, Not-in-family, White, Female,20, United-States, <=50K, <=50K
8197,26, Private,102264, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K, <=50K
21555,44, Federal-gov,469454, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,48, United-States, >50K, <=50K
9638,42, Private,121055, Some-college,10, Never-married, Sales, Not-in-family, White, Male,45, United-States, <=50K, <=50K
21023,25, Private,117833, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K, <=50K
24231,70, Local-gov,334666, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,12, United-States, <=50K, <=50K
4913,35, Private,360799, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K, <=50K
18716,90, Local-gov,153602, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K, <=50K
26029,32, Private,164190, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,30, United-States, <=50K, <=50K
3194,28, Private,430084, HS-grad,9, Divorced, Other-service, Own-child, Black, Male,35, United-States, <=50K, <=50K
10840,27, Private,37088, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,30, United-States, <=50K, >50K
18218,22, Private,67234, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,60, United-States, <=50K, <=50K
8922,29, Private,159479, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,55, United-States, <=50K, <=50K
5120,34, Private,45522, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K, <=50K
13636,30, Private,118861, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,50, United-States, >50K, >50K
30383,31, Private,168906, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,50, United-States, >50K, <=50K
5795,22, Private,206861, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K, <=50K
8779,55, Private,229029, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,48, United-States, >50K, >50K
26094,51, Self-emp-inc,54342, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,60, United-States, >50K, >50K
9370,40, Private,224799, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, <=50K, >50K
30939,26, Private,366219, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,60, United-States, >50K, <=50K
21671,25, Private,324609, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Male,40, United-States, <=50K, <=50K
12715,67, Self-emp-inc,168370, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K, >50K
31858,59, Self-emp-not-inc,83542, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, White, Male,40, United-States, <=50K, <=50K
18234,74, Self-emp-inc,228075, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,25, United-States, >50K, >50K
12622,25, Private,89625, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40, United-States, <=50K, <=50K
25775,37, Private,259089, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K, <=50K
9628,38, Private,35429, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K, <=50K
9843,43, Self-emp-not-inc,311177, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,30, United-States, <=50K, <=50K
32105,44, Private,328561, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,20, United-States, <=50K, <=50K
31089,22, Self-emp-not-inc,214014, Some-college,10, Never-married, Sales, Own-child, Black, Male,55, United-States, >50K, <=50K
21045,31, Private,131425, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, >50K
2600,32, Private,195891, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,55, United-States, <=50K, <=50K
2896,46, Private,271828, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, >50K, <=50K
9170,34, Private,207668, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, >50K, <=50K
31054,50, Self-emp-inc,101094, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,55, United-States, <=50K, >50K
12683,65, Private,274916, HS-grad,9, Widowed, Sales, Unmarried, White, Female,40, United-States, <=50K, <=50K
10595,30, Private,66278, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K, <=50K
16253,43, Self-emp-not-inc,130126, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K, <=50K
3296,24, Private,54560, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K, <=50K
10976,35, Federal-gov,105138, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, <=50K, >50K
16616,42, Local-gov,248476, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,65, United-States, >50K, <=50K
15197,27, Private,207213, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K, <=50K
28583,40, Private,478205, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Female,40, United-States, <=50K, <=50K
6404,33, Private,67072, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K, <=50K
16789,63, Private,113756, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K, <=50K
16310,25, Private,148300, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,15, United-States, <=50K, <=50K
26866,36, Private,115700, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K, <=50K
30647,39, Private,176279, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K, <=50K
12948,35, Private,99146, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K, >50K
14768,44, Private,755858, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,70, United-States, >50K, <=50K
5969,53, Private,97411, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,40, Laos, <=50K, <=50K
4099,47, Private,194698, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K, <=50K
18797,56, Self-emp-not-inc,67841, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K, <=50K
9079,28, Private,227778, Assoc-voc,11, Never-married, Other-service, Other-relative, Black, Male,40, United-States, <=50K, <=50K
23144,59, Private,32954, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,36, United-States, <=50K, <=50K
13256,22, Self-emp-not-inc,269474, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K, <=50K
3639,39, Private,218490, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K, >50K
15052,23, Private,242375, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,30, United-States, <=50K, <=50K
6979,64, Private,92115, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K, <=50K
28870,30, Private,101345, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,55, United-States, >50K, >50K
14982,51, Private,348099, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K, <=50K
29033,54, Private,123011, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K, <=50K
2006,57, Private,185072, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Female,40, Jamaica, <=50K, <=50K
27131,18, State-gov,389147, HS-grad,9, Never-married, Sales, Not-in-family, Black, Female,30, United-States, <=50K, <=50K
26444,27, Private,300783, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,42, United-States, >50K, <=50K
8752,30, Private,112650, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,40, United-States, <=50K, <=50K
29900,50, State-gov,54709, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,46, United-States, <=50K, <=50K
2215,33, Private,127215, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,48, United-States, >50K, >50K
24745,24,ffill,174182, 11th,7, Married-civ-spouse,ffill, Wife, Other, Female,24, United-States, <=50K, <=50K
28884,27,ffill,29361, Assoc-acdm,12, Never-married,ffill, Not-in-family, White, Female,45, United-States, <=50K, <=50K
25227,53, Private,240914, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
31384,29, Private,144592, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K, >50K
18525,59, Self-emp-not-inc,190514, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,20, United-States, <=50K, <=50K
26083,18, Private,434268, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,15, United-States, <=50K, <=50K
11775,31, Private,164243, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
3872,38, Private,170020, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States, <=50K, <=50K
20848,51, Private,168660, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K, >50K
19424,59,ffill,367984, Bachelors,13, Married-civ-spouse,ffill, Husband, White, Male,40, United-States, <=50K, <=50K
2508,34, Self-emp-not-inc,345705, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States, >50K, <=50K
3856,22, Private,129934, Some-college,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,40,ffill, <=50K, <=50K
30766,29, Self-emp-inc,206903, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, >50K, >50K
19381,31, Private,164870, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Mexico, <=50K, <=50K
13687,38, State-gov,318886, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,52, United-States, <=50K, >50K
6118,48, Federal-gov,205707, Masters,14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,50, United-States, >50K, >50K
25909,37, State-gov,482927, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,65, United-States, <=50K, <=50K
197,40, Federal-gov,56795, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,55, United-States, >50K, >50K
25647,61, Private,124242, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,40, India, <=50K, <=50K
24478,52, Private,400004, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
13990,29, Private,190539, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K, <=50K
32256,36, Private,258102, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K, <=50K
26635,31, Federal-gov,294870, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
22295,24, Private,205839, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K, <=50K
15644,68, Self-emp-not-inc,198554, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Female,20, United-States, <=50K, <=50K
13012,40, Local-gov,39581, Prof-school,15, Separated, Prof-specialty, Own-child, Black, Female,40, United-States, <=50K, <=50K
4160,37, Private,195148, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,40, United-States, <=50K, <=50K
13157,34, Private,250724, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,45, Jamaica, <=50K, <=50K
31371,26, Private,111243, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,35, United-States, <=50K, <=50K
15357,32, Private,106541, 5th-6th,3, Married-civ-spouse, Other-service, Other-relative, White, Male,40, United-States, <=50K, <=50K
845,43, Private,102895, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K, <=50K
21293,30, Private,100734, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,38, United-States, <=50K, >50K
1042,43, Private,341204, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K, <=50K
17971,18, Private,298860, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K, <=50K
21243,32, Self-emp-not-inc,173854, Bachelors,13, Divorced, Prof-specialty, Other-relative, White, Male,35, United-States, >50K, <=50K
2943,28, State-gov,107218, Bachelors,13, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,20, United-States, <=50K, <=50K
5220,54, Federal-gov,392502, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K, >50K
14757,30, Private,72887, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K, <=50K
31904,29, Private,228346, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K, <=50K
5239,50, Private,207367, Some-college,10, Married-spouse-absent, Other-service, Not-in-family, White, Female,40, Cuba, <=50K, <=50K
15986,28, Private,232945, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, Other, Male,30, United-States, <=50K, <=50K
17303,32, Private,398019, 7th-8th,4, Never-married, Priv-house-serv, Not-in-family, White, Female,15, Mexico, <=50K, <=50K
19729,27, Private,191129, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K, <=50K
18117,32, Private,328060, 9th,5, Separated, Other-service, Unmarried, Other, Female,40, Mexico, <=50K, <=50K
28160,28, State-gov,239130, Some-college,10, Divorced, Other-service, Unmarried, White, Male,40, United-States, <=50K, <=50K
20380,50, Self-emp-not-inc,30731, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,50, United-States, <=50K, <=50K
